distance,cab_type,time_stamp,destination,source,price,surge_multiplier,id,product_id,name
1.56,Uber,1543643576486,Back Bay,Boston University,8,1,723a164c-928c-4abd-ac75-25398790db3b,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.56,Uber,1543792081390,Back Bay,Boston University,13.5,1,884cda12-19cc-4295-bee4-a047d94add62,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.56,Uber,1543483380458,Back Bay,Boston University,,1,93ef7fb1-afb1-441b-97cd-4ee998391b00,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.56,Uber,1544887203673,Back Bay,Boston University,8,1,c4cb0d0c-4084-45e8-b78a-6fa6278cf102,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.56,Uber,1545046210726,Back Bay,Boston University,15.5,1,d746c84b-cba0-41c8-9424-3a8d6b2b43d8,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.57,Lyft,1543856882323,Beacon Hill,South Station,13.5,1,1ce758e3-d451-46b4-9a37-222f06914e88,lyft_plus,Lyft XL
2.57,Lyft,1543311922648,Beacon Hill,South Station,7,1,298408d2-7b2f-4c6e-89fa-122530413fb2,lyft_line,Shared
2.57,Lyft,1544732109245,Beacon Hill,South Station,22.5,1,7407a4bf-93e6-4159-9401-170d47573301,lyft_lux,Lux Black
2.57,Lyft,1543786677646,Beacon Hill,South Station,16.5,1,779d99cd-5209-4a77-89b3-61fbb5ca33fd,lyft_premier,Lux
2.57,Lyft,1544816108435,Beacon Hill,South Station,32.5,1,7b65f8ca-0f4d-4b84-af89-d985cc1cd129,lyft_luxsuv,Lux Black XL
2.57,Lyft,1543280328723,Beacon Hill,South Station,9,1,b1d9269b-108f-4048-998d-687a24f2b6d8,lyft,Lyft
2.53,Lyft,1543322722431,Northeastern University,Beacon Hill,22.5,1,267fea9d-0ba6-428c-923b-376a6edd785d,lyft_lux,Lux Black
2.53,Lyft,1544867107401,Northeastern University,Beacon Hill,9,1,3f7e55e6-c07f-40dc-b8d3-e7ce86e04c7b,lyft,Lyft
2.53,Lyft,1543657082562,Northeastern University,Beacon Hill,16.5,1,5721c45b-facf-4c79-b8e1-37fd20d4ad0c,lyft_plus,Lyft XL
2.53,Lyft,1543669683198,Northeastern University,Beacon Hill,19.5,1,889ea459-aaba-4cfa-abd3-f1ed0083b0d2,lyft_premier,Lux
2.53,Lyft,1543442888005,Northeastern University,Beacon Hill,7,1,88b8062d-a642-45ed-8f81-9d204d3e031c,lyft_line,Shared
2.53,Lyft,1545044408928,Northeastern University,Beacon Hill,30,1,fe68ef2c-7b89-4151-aa60-382edaf2ef69,lyft_luxsuv,Lux Black XL
3.01,Lyft,1543478884880,Northeastern University,West End,7,1,19d2e2f2-7408-474d-94e5-40670c6ae7f4,lyft_line,Shared
3.01,Lyft,1544997909301,Northeastern University,West End,19.5,1,56d4017c-b98b-4fb5-8685-7d15e1bb2a67,lyft_plus,Lyft XL
3.01,Lyft,1543735984249,Northeastern University,West End,10.5,1,9983c187-7192-434a-8fe4-7320725f295f,lyft,Lyft
3.01,Lyft,1543611481907,Northeastern University,West End,22.5,1,a5fd0003-ddd6-43c2-b0ca-342949cd168c,lyft_premier,Lux
3.01,Lyft,1543533478156,Northeastern University,West End,38.5,1,a60ad38c-f6ab-4263-912c-ffda7ae34f56,lyft_luxsuv,Lux Black XL
3.01,Lyft,1544748303923,Northeastern University,West End,27.5,1,ccda40dd-4b92-4f18-a90d-9f9d6f9ffdf4,lyft_lux,Lux Black
1.25,Uber,1543548482948,Haymarket Square,Financial District,6.5,1,34ce482b-af42-4e5f-ae22-e47ef29349e8,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.25,Uber,1543547880826,Haymarket Square,Financial District,7.5,1,6316066f-0218-4602-8991-f18536a5146d,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.25,Uber,1543801978786,Haymarket Square,Financial District,27,1,6fcd0bb3-fca5-4241-b552-a0e3a00423d4,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.25,Uber,1543322903397,Haymarket Square,Financial District,7.5,1,9e6c8a6f-d16e-43b9-813a-075fc554e992,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.25,Uber,1544928612166,Haymarket Square,Financial District,,1,b89b2832-bd9d-4260-8b7a-de081e00536e,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.25,Uber,1543435147835,Haymarket Square,Financial District,16,1,c24bf386-9f22-4d20-a9b7-9210fca191e2,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.25,Uber,1543327943784,Haymarket Square,Financial District,12,1,feaa288f-f492-4395-8ba4-e921e9c8aff9,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
3.08,Uber,1543461968064,Northeastern University,West End,31,1,417e2cf3-6e7c-4381-b5d5-27217c4a1b1a,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
3.08,Uber,1544747405660,Northeastern University,West End,,1,514ff945-ae25-4da6-8f1a-214917e41589,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
3.08,Uber,1544857807361,Northeastern University,West End,18,1,69c9684a-1b50-4442-9b63-e88c494da7b9,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
3.08,Uber,1543489376291,Northeastern University,West End,24,1,8738f45f-44f0-42f2-a0e8-c2dafd4d41c9,6c84fd89-3f11-4782-9b50-97c468b19529,Black
3.08,Uber,1543864080612,Northeastern University,West End,11,1,8f394e99-59a6-4dbf-be8c-a658f5f2e190,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
3.08,Uber,1544969111598,Northeastern University,West End,11,1,bd594a95-d907-48ee-8733-5530fecd3d05,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
3.08,Uber,1543838885389,Northeastern University,West End,9,1,ed773ffe-6e86-4835-91eb-0892bf9bb4dd,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.37,Lyft,1544699413237,Back Bay,Haymarket Square,9,1,08cf2f3b-77cf-447d-a4bd-212f3dd227a3,lyft,Lyft
2.37,Lyft,1544725205318,Back Bay,Haymarket Square,3.5,1,6ebe2f74-3534-467f-a0cf-60162baafb8c,lyft_line,Shared
2.37,Lyft,1545060312980,Back Bay,Haymarket Square,16.5,1,ae6bd525-2a46-4409-9793-4be447193812,lyft_plus,Lyft XL
2.37,Lyft,1544881814274,Back Bay,Haymarket Square,16.5,1,b21ed5f5-d238-41e9-9bb9-a2a1c905a879,lyft_premier,Lux
2.37,Lyft,1543554777139,Back Bay,Haymarket Square,30,1,c2594fdc-960a-430c-a3ce-a1b6a10a96d5,lyft_luxsuv,Lux Black XL
2.37,Lyft,1543312642076,Back Bay,Haymarket Square,22.5,1,cde53dde-7d81-4b11-9f17-cc5629f76caa,lyft_lux,Lux Black
1.34,Uber,1543310303477,Fenway,Back Bay,26.5,1,6f146074-49ad-4dd1-a981-ea5dadba966d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.34,Uber,1543292843771,Fenway,Back Bay,10.5,1,8e9206d8-e610-48d7-ae78-289b6b8cd833,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.34,Uber,1545059409988,Fenway,Back Bay,17,1,99bdfa39-851f-4dec-acc5-97498ea801b8,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.34,Uber,1543885977618,Fenway,Back Bay,,1,bd18eafa-9dd5-4b76-acce-27f8d32c3cae,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.34,Uber,1545096605079,Fenway,Back Bay,16.5,1,c729ea03-4d1d-40b8-a168-6b9b950735c2,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.34,Uber,1543687081014,Fenway,Back Bay,10.5,1,d80b50d6-4a17-4dbe-b1a5-7e8b110f16a8,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.34,Uber,1545143705584,Fenway,Back Bay,11,1,e0a336f9-b82a-4deb-883b-a18a223d7319,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.69,Lyft,1543856881276,South Station,West End,10.5,1,3338f9ec-a42a-47f9-8038-f0d9ee5c305f,lyft,Lyft
1.69,Lyft,1543487277250,South Station,West End,22.5,1,4f6865e9-0fec-4190-86c3-12598b154152,lyft_lux,Lux Black
1.69,Lyft,1544852417294,South Station,West End,7,1,52f251fb-0eb7-469c-bd83-f1ec3dbc0197,lyft_line,Shared
1.69,Lyft,1543701779294,South Station,West End,16.5,1,59d92988-71c1-4060-ac23-67c8d9cf32df,lyft_plus,Lyft XL
1.69,Lyft,1545137103965,South Station,West End,16.5,1,6ddeab3b-de0a-4cd5-a848-7c26c241493c,lyft_premier,Lux
1.69,Lyft,1544762409239,South Station,West End,27.5,1,92a691d9-9771-4ee6-a740-92b9ce289699,lyft_luxsuv,Lux Black XL
0.55,Uber,1543643288132,South Station,Theatre District,,1,03c01444-6e5b-4fb3-bade-fccc68941da9,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
0.55,Uber,1544672699597,South Station,Theatre District,7,1,57656e85-0f5c-472b-b702-2f394b0700ba,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
0.55,Uber,1545118804771,South Station,Theatre District,16,1,c33cf52d-cb39-4078-adce-63ba2c0f180e,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.25,Uber,1543807080427,Haymarket Square,Financial District,6.5,1,0206cc04-1f8c-4f38-95eb-7e0ded347b69,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.25,Uber,1544984410050,Haymarket Square,Financial District,7,1,2df63201-0852-4b64-960d-843263cf6290,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.25,Uber,1543575176641,Haymarket Square,Financial District,27.5,1,b6959dc5-6b3c-42a1-8130-0955c47a2910,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.25,Uber,1544685911823,Haymarket Square,Financial District,,1,d552ae52-5053-4040-83a5-49c91d66711c,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
3.91,Uber,1543687084683,Financial District,Boston University,12,1,4157290f-eb5c-4b2d-87a7-49596d8e34f8,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
3.91,Uber,1544729412979,Financial District,Boston University,,1,5732146a-eede-4112-8243-45665e437bf2,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
3.91,Uber,1545160510603,Financial District,Boston University,12,1,7273d46d-3270-43ef-9fbc-c218f45c3496,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
3.91,Uber,1544871604100,Financial District,Boston University,29.5,1,ac37cb5f-373c-4969-927f-d7384151d42e,6c84fd89-3f11-4782-9b50-97c468b19529,Black
3.91,Uber,1543902179186,Financial District,Boston University,12,1,b5df1f1a-6ac0-41c7-941d-64262810ed53,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
3.91,Uber,1543530783952,Financial District,Boston University,38,1,d8536be8-e799-491b-b264-aad4ce36f0d6,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
3.91,Uber,1544984405650,Financial District,Boston University,19.5,1,e9b50ca7-d9b6-4d73-9b81-199febf0cb7e,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.47,Lyft,1543416428116,Boston University,Back Bay,13.5,1,2ba757f5-8d08-4eec-bc14-4cc750f2fdd3,lyft_plus,Lyft XL
1.47,Lyft,1545106811731,Boston University,Back Bay,19.5,1,55eb0ad4-2311-4ebf-aa34-7a4cc025e4c3,lyft_lux,Lux Black
1.47,Lyft,1543787581860,Boston University,Back Bay,5,1,7bdd49c0-0cc3-4069-a564-d17b8b3d34da,lyft_line,Shared
1.47,Lyft,1543815488170,Boston University,Back Bay,27.5,1,c3083c14-404f-4daf-bc5c-a333ccd35a69,lyft_luxsuv,Lux Black XL
1.47,Lyft,1543405627173,Boston University,Back Bay,13.5,1,ddfe2854-5f6d-478d-82a0-89335e98c25b,lyft_premier,Lux
1.47,Lyft,1543314083729,Boston University,Back Bay,7,1,e55fa241-f331-4ab7-be17-cd1044538c75,lyft,Lyft
1.27,Lyft,1544733609881,West End,North End,3.5,1,2582a6a8-3a10-448c-ae7b-74d2693076e3,lyft_line,Shared
1.27,Lyft,1543231750171,West End,North End,7,1,62b4c332-533a-4919-81ff-76ef1f78230c,lyft,Lyft
1.27,Lyft,1544846712026,West End,North End,16.5,1,672497e4-27b0-48b2-8327-04ba0a043a4d,lyft_lux,Lux Black
1.27,Lyft,1543838583518,West End,North End,11,1,abb5a82c-fa6e-4f26-9ca3-7faed38c9e15,lyft_plus,Lyft XL
1.27,Lyft,1544879705072,West End,North End,13.5,1,b2201bfe-91a6-4a78-a2bc-58d18ef14b4e,lyft_premier,Lux
1.27,Lyft,1543353143759,West End,North End,26,1,e3da9a23-780b-4712-bed1-bbb8252e117b,lyft_luxsuv,Lux Black XL
1.36,Lyft,1543226169845,Beacon Hill,Haymarket Square,11,1,64b2146a-2f5a-4311-a797-fdcecec4b6e1,lyft_plus,Lyft XL
1.36,Lyft,1544844011350,Beacon Hill,Haymarket Square,7,1,a1c6ba42-5092-4680-a664-df5391e298f6,lyft,Lyft
1.36,Lyft,1543443818550,Beacon Hill,Haymarket Square,26,1,ba9ebfb2-ea43-42f6-825a-30fae336e561,lyft_luxsuv,Lux Black XL
1.36,Lyft,1544765403634,Beacon Hill,Haymarket Square,3.5,1,c45fa496-2f01-427c-bc3f-3718eccb51e6,lyft_line,Shared
1.36,Lyft,1543337662156,Beacon Hill,Haymarket Square,13.5,1,dce5fa35-eebd-4a0f-9e12-36df64352a22,lyft_premier,Lux
1.36,Lyft,1543615377536,Beacon Hill,Haymarket Square,16.5,1,f9efa38c-441c-4bb5-b2d0-438f09dc72ff,lyft_lux,Lux Black
4.14,Lyft,1543272609632,Financial District,Fenway,26,1,0d456443-eb9c-486b-9b24-d064099af52a,lyft_plus,Lyft XL
4.14,Lyft,1545075609733,Financial District,Fenway,42.5,1,4df840fe-af71-4e7d-b0be-ee1cedc94445,lyft_luxsuv,Lux Black XL
4.14,Lyft,1544787605686,Financial District,Fenway,13.5,1,6b671736-2b0e-42d3-8587-931a0efef8b3,lyft,Lyft
4.14,Lyft,1543318224029,Financial District,Fenway,34,1,87f631e0-1e3c-4150-82ed-100e2ad4892a,lyft_lux,Lux Black
4.14,Lyft,1543685282281,Financial District,Fenway,26,1,d4cc6dbf-4841-4067-aa4e-504db0d5d38f,lyft_premier,Lux
3.46,Uber,1543438748273,North Station,Northeastern University,38.5,1,0d6ff829-4482-4248-9194-08dcc2251282,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
3.46,Uber,1543512480724,North Station,Northeastern University,12.5,1,61bd2796-8970-4d07-9f30-368692f510b0,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
3.46,Uber,1544732412015,North Station,Northeastern University,,1,ae45faea-801d-4ffd-9514-2a6fc9cf7315,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
3.46,Uber,1543547575899,North Station,Northeastern University,8.5,1,cc562c90-8e58-4ff1-a468-2268d4cf8ba9,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
3.46,Uber,1545120012212,North Station,Northeastern University,12.5,1,cf4809f2-53d8-4705-ab2b-b740c2ecad34,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
3.46,Uber,1543828379115,North Station,Northeastern University,20.5,1,f0cbc576-64e9-4673-a698-ad3981e547f6,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
3,Lyft,1543680781491,North End,Back Bay,10.5,1,3091d555-1336-470b-8049-e45076f79614,lyft,Lyft
3,Lyft,1543642378464,North End,Back Bay,27.5,1,4e97804b-2f98-4ffb-b77e-8a2403e0b74c,lyft_lux,Lux Black
3,Lyft,1545140111934,North End,Back Bay,9,1,5760aa69-dc1a-4d86-844f-0057eb8fc6c8,lyft_line,Shared
3,Lyft,1544906714289,North End,Back Bay,19.5,1,7d7b28f0-e081-4a4b-b34e-ca70709878aa,lyft_plus,Lyft XL
3,Lyft,1543408508251,North End,Back Bay,38.5,1,9a6c0301-a5c7-47ea-8b1d-4e8dcbe82bfa,lyft_luxsuv,Lux Black XL
3,Lyft,1543423448258,North End,Back Bay,22.5,1,b91edb58-a1ff-4178-8748-9b1e89de2b42,lyft_premier,Lux
4.45,Lyft,1543408585209,Financial District,Fenway,22.5,1,3b9129b8-2015-4714-8447-9a4f63637bfc,lyft_plus,Lyft XL
4.45,Lyft,1543302201987,Financial District,Fenway,32.5,1,4116235b-6f9f-48b0-a301-b594a0c0ebbf,lyft_lux,Lux Black
4.45,Lyft,1544972705512,Financial District,Fenway,38.5,1,5c518d50-5153-4b8d-afed-d25eebed4c0b,lyft_luxsuv,Lux Black XL
4.45,Lyft,1545066312949,Financial District,Fenway,22.5,1,829d0f82-e77f-4e52-a4fd-4633a7b5fa53,lyft_premier,Lux
4.45,Lyft,1543214432514,Financial District,Fenway,9,1,c7a48ee1-5444-4ef7-913a-d97edea7bf58,lyft_line,Shared
4.45,Lyft,1544795708482,Financial District,Fenway,13.5,1,fb67781b-7d6b-4053-8ddd-e05ccaac139b,lyft,Lyft
0.74,Lyft,1545138309213,Haymarket Square,North Station,10.5,1,2976d024-0377-4539-8c82-abd7995abf8c,lyft_plus,Lyft XL
0.74,Lyft,1543299862194,Haymarket Square,North Station,3,1,2d09330c-8d4c-4f61-9b5d-20dc262fb162,lyft_line,Shared
0.74,Lyft,1544972109531,Haymarket Square,North Station,27.5,1,6c8a3acb-04a5-4881-940c-7be3dbcf29df,lyft_luxsuv,Lux Black XL
0.74,Lyft,1543364124336,Haymarket Square,North Station,7,1,b632c787-bd0a-4dcc-82f1-94c4e24c96a2,lyft,Lyft
0.74,Lyft,1543607589125,Haymarket Square,North Station,16.5,1,c559490e-584a-400d-a279-49da45813c10,lyft_lux,Lux Black
0.74,Lyft,1544722811970,Haymarket Square,North Station,10.5,1,e35d0666-6091-4c1b-a7c7-063fc8bd49d9,lyft_premier,Lux
2.32,Uber,1544686210517,Fenway,Beacon Hill,,1,12cd7ff3-c822-46a8-b458-bf81f1d6b3e2,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.32,Uber,1544918711580,Fenway,Beacon Hill,29.5,1,15e8f7be-46be-4cb4-b60c-c2bac348f79b,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.32,Uber,1543283483574,Fenway,Beacon Hill,20.5,1,2e01a8b8-31ff-431c-9d65-abb671c9dfa9,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.32,Uber,1544715305303,Fenway,Beacon Hill,10.5,1,66fdc280-675b-42bf-a851-1c061a554e9f,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.32,Uber,1543651375828,Fenway,Beacon Hill,10.5,1,8e924e89-5adc-44cc-bdae-4a493399b4c1,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.32,Uber,1545098711328,Fenway,Beacon Hill,15.5,1,b79ce2af-959a-49b7-b443-364a265f205b,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.32,Uber,1543300223240,Fenway,Beacon Hill,8,1,c22ef0ca-236f-4dba-b5c9-2a7e53314209,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.31,Lyft,1543433887722,Haymarket Square,Back Bay,16.5,1,1598490d-48de-44f4-9ba6-030279d33d0b,lyft_premier,Lux
2.31,Lyft,1545140706049,Haymarket Square,Back Bay,22.5,1,6954512f-029a-4be2-a034-252bf9749c7a,lyft_lux,Lux Black
2.31,Lyft,1545058210787,Haymarket Square,Back Bay,30,1,91180e9f-9923-4b6f-bc0d-50e234340839,lyft_luxsuv,Lux Black XL
2.31,Lyft,1544983811716,Haymarket Square,Back Bay,13.5,1,98e8b313-d5f6-44ac-8719-e6eb1afb3a95,lyft_plus,Lyft XL
2.31,Lyft,1543618677645,Haymarket Square,Back Bay,7,1,a4002204-2af1-4ce4-9b38-a8e0eb724051,lyft_line,Shared
2.31,Lyft,1544793310645,Haymarket Square,Back Bay,9,1,b06c2243-7322-4dbf-8f26-4eb3e3da0cc6,lyft,Lyft
0.49,Uber,1544880007840,North Station,Haymarket Square,7,1,19bbe13f-6bbe-440b-891c-08e563c70af5,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
0.49,Uber,1543419386595,North Station,Haymarket Square,7.5,1,388c27b8-31d6-4cdf-9725-9d5c5b38399a,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
0.49,Uber,1543489084082,North Station,Haymarket Square,16,1,6c286d2d-8f72-4ef2-8429-334427e29f98,6c84fd89-3f11-4782-9b50-97c468b19529,Black
0.49,Uber,1543332982101,North Station,Haymarket Square,9.5,1,816cc5cd-d055-4808-8f8b-c8a2e8de5114,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
0.49,Uber,1545085815363,North Station,Haymarket Square,7,1,d1eb0b87-d786-435c-adb1-f48ad23a68f1,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
0.49,Uber,1543446307879,North Station,Haymarket Square,,1,e75ba42d-8c9d-4daf-8ad2-2525d65b93c7,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
0.49,Uber,1545140110101,North Station,Haymarket Square,26,1,fa240d6e-163a-4fcc-a01f-c02181030ffb,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.84,Uber,1544712610624,West End,Northeastern University,33.5,1,1c6b546d-1242-47da-a1ed-71a879d03b57,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.84,Uber,1545002104026,West End,Northeastern University,,1,207045ce-53e8-4839-8a56-32f340955dea,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.84,Uber,1544691303773,West End,Northeastern University,25,1,52f5435a-555f-4442-abdf-e06e838713ad,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.84,Uber,1543865281967,West End,Northeastern University,10.5,1,6cfb89fb-3d82-43cf-ac7a-3b545b16afde,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.84,Uber,1543888379437,West End,Northeastern University,10.5,1,7e053f7e-0f27-455c-bf26-fc6d9a5791f2,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.84,Uber,1545097210444,West End,Northeastern University,9,1,ac64604e-21c6-4456-9cbc-d40767e158a5,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.84,Uber,1543860482929,West End,Northeastern University,18,1,dfd42781-c7ec-45c4-8b53-ca2d4c58c8b4,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
0.44,Lyft,1543679282579,South Station,Financial District,9,1,3645d291-e906-4122-9840-6bd0543e6f3e,lyft_plus,Lyft XL
0.44,Lyft,1543419488164,South Station,Financial District,5,1,37f2887a-b374-45c3-b6c7-9061795e1830,lyft_line,Shared
0.44,Lyft,1544677810760,South Station,Financial District,11,1,430eccf1-ca5d-4add-aab0-f3d99976ef69,lyft_premier,Lux
0.44,Lyft,1543303463623,South Station,Financial District,16.5,1,538310f6-c824-4573-a857-27cbb179c80d,lyft_lux,Lux Black
0.44,Lyft,1543860781943,South Station,Financial District,26,1,d2d094da-6218-41f2-807f-abf5ca5a2026,lyft_luxsuv,Lux Black XL
0.44,Lyft,1543348101860,South Station,Financial District,7,1,d52b391c-f6a7-4961-9451-eff7067dd5a1,lyft,Lyft
3.08,Uber,1543631883184,Northeastern University,West End,18,1,72aebfea-bef5-40c3-8da1-44c2824fa1ba,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
3.08,Uber,1543883878858,Northeastern University,West End,30.5,1,7cdd74e4-b910-42fa-81bf-cc7fe038d395,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
3.08,Uber,1543309221881,Northeastern University,West End,,1,7f46ebb7-3476-421e-aafa-263778ca33fd,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
3.08,Uber,1543764478643,Northeastern University,West End,11.5,1,9a271a85-cfa1-40bc-9c2d-af7cca229578,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
3.08,Uber,1543475282126,Northeastern University,West End,11.5,1,c24a595d-cde4-4299-9775-9762a6eb4418,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
3.08,Uber,1543360522569,Northeastern University,West End,23.5,1,f09aa68f-5293-48d4-b93a-c2ebfce0abd9,6c84fd89-3f11-4782-9b50-97c468b19529,Black
3.08,Uber,1544847610880,Northeastern University,West End,9,1,f71daff6-7c09-47cc-8e72-869541a6b5e6,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.86,Uber,1543506477450,West End,Northeastern University,21.5,1,ad62bbe3-5b4b-49fb-9279-93b811115c45,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.86,Uber,1543672976503,West End,Northeastern University,16.5,1,d3f24c7d-7165-47f5-ba3c-9037a9131011,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.86,Uber,1543639079462,West End,Northeastern University,9.5,1,fe642b95-6b68-4b5c-8a59-9b06109804a3,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
4.5,Uber,1543555083785,Fenway,Financial District,,1,37ac692f-2e9d-4f34-bdf0-b08059ef86a9,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
4.5,Uber,1543464488506,Fenway,Financial District,35,1,49333b55-9495-46f4-be4f-19101a8f77f0,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
4.5,Uber,1543547580857,Fenway,Financial District,11,1,63418beb-4d58-4284-b813-827131617426,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
4.5,Uber,1543750679153,Fenway,Financial District,13,1,6c50706c-1077-43e0-8a6e-1415ca055f69,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
4.5,Uber,1543763876049,Fenway,Financial District,13,1,7024a478-aede-45a4-b1f8-fcc4a6feca6c,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
4.5,Uber,1543619289128,Fenway,Financial District,21,1,c5dce1fc-2c7d-4ad2-97f9-4ff92862987d,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
4.5,Uber,1543293383678,Fenway,Financial District,28,1,f2ec7ef1-a10e-4c98-94ac-bf0544afa974,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.61,Uber,1543457287884,Haymarket Square,Theatre District,8.5,1,26c3397f-7e14-4712-83c5-4f8eaa4dfa80,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.61,Uber,1544398106041,Haymarket Square,Theatre District,9,1,2f9b41f8-8983-4ac5-a435-1e0aa3819f43,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.61,Uber,1543317143619,Haymarket Square,Theatre District,18,1,40023a4f-b230-47c6-a0de-7f3b1d4017ee,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.61,Uber,1544953203253,Haymarket Square,Theatre District,,1,7112e263-4087-4592-9a3a-4cefdd605744,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.61,Uber,1543220462987,Haymarket Square,Theatre District,13.5,1,8418574c-161e-4d77-88a3-6d2222029deb,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.61,Uber,1543901281785,Haymarket Square,Theatre District,28.5,1,c839a53e-a9dd-4d05-a118-87aa19292a8d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
